Row.names	logFC_field	logCPM_field	PValue_field	FDR_field	logFC_gh	logCPM_gh	PValue_gh	FDR_gh	logFC_mean	logFC_sum	func	BINCODE	NAME
PGSC0003DMG400011977	3.73077894391383	3.90203338340951	2.24834315813178e-08	4.15076266179099e-05	1.8575038325266	7.00098662106763	0.000783145890816576	0.0212841100883756	2.79414138822022	5.58828277644043	Small_heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400014212	3.42858183876724	4.27454966479379	1.70240710678127e-06	0.00073334023469781	3.26756165544078	7.13583059143657	6.97522020094709e-08	2.43372110416085e-05	3.34807174710401	6.69614349420801	Heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400014234	3.4994423940967	0.530468657709674	7.09514013877361e-05	0.00955109333472619	3.51737872457254	1.65244131704646	1.52971844814732e-07	4.07599000111502e-05	3.50841055933462	7.01682111866923	Conserved_gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400017730	2.4308991461981	3.25159801761708	5.33732842530617e-07	0.000431598781598302	1.90796327327953	5.19010513062967	4.53545576869616e-05	0.00281111246517316	2.16943120973881	4.33886241947762	FtsH_protease	29.5.7	protein.degradation.metalloprotease
PGSC0003DMG400018309	2.25910022723202	-1.96854466332521	0.000765148666493479	0.0453578725554827	1.7596240842077	-0.500301423001551	5.9184822319588e-05	0.00348448956189538	2.00936215571986	4.01872431143972	Gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400019271	0.571684754579362	6.06410613464359	0.00069058559559238	0.0437955864298416	0.842574359674457	6.28608276678917	1.15117733499771e-07	3.38106015913078e-05	0.70712955712691	1.41425911425382	RNA_binding_protein	27.4	RNA.RNA binding
PGSC0003DMG400020718	3.52258525672779	3.36663639242271	1.01647847176645e-06	0.000558976650665438	2.37487043182625	5.22076561320106	2.1965293060093e-06	0.000308540741538675	2.94872784427702	5.89745568855404	Heat-shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400021737	3.25767310684132	2.5264207151401	1.83360775048716e-05	0.00376122427929295	1.75165196934322	4.7546517295949	6.1620155851587e-06	0.000637053819256047	2.50466253809227	5.00932507618454	Class_II_small_heat_shock_protein_Le-HSP17_6	20.2.1	stress.abiotic.heat
PGSC0003DMG400022057	1.44156218929388	0.0528343971547236	0.000742913663696834	0.044592617167343	1.08154268002903	1.70155154126942	0.000859958161400102	0.0226800802444358	1.26155243466146	2.52310486932291	Conserved_gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400023615	1.76513723252422	0.906134976787277	0.000131069774600004	0.0149234775079811	1.1583264904398	2.63147312406806	0.000269987218876842	0.010277009807203	1.46173186148201	2.92346372296402	Universal_stress_protein_family_protein	20.2.2	stress.abiotic.cold
PGSC0003DMG400023622	2.17368613886549	1.99096389048264	2.59285747038912e-05	0.00471936578730122	1.82636961249067	3.82722870598233	5.76841118514217e-07	0.000121211671131044	2.00002787567808	4.00005575135616	Peroxisomal_small_heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400024476	4.85563333963378	1.26362341157734	8.24203787114309e-05	0.010813386335917	3.75603547525881	3.33838533537175	9.0520387800447e-07	0.00016831582324391	4.3058344074463	8.6116688148926	Heat-shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400024707	2.5349432706399	-0.596375648887281	0.000188451532468124	0.018973269023001	2.51541846239212	0.119308526507435	3.8698770376248e-05	0.0025257788362235	2.52518086651601	5.05036173303201	Luminal_binding_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400026569	3.05557497937588	1.44272009983797	8.55567847532901e-07	0.000521806801800956	1.37360094916603	3.85891352158582	0.00138198400596781	0.0316936633702254	2.21458796427095	4.42917592854191	Conserved_gene_of_unknown_function	35.2	not assigned.unknown
PGSC0003DMG400027611	2.97923188970792	2.53697870382558	1.46161217315346e-07	0.00016057533340764	1.61287653056875	5.30064205067391	0.000196258574037454	0.0081946673741067	2.29605421013834	4.59210842027667	Heat_shock_protein_70	20.2.1	stress.abiotic.heat
PGSC0003DMG400027750	1.81966198036988	5.38435172567051	5.21181841785995e-06	0.00159739301304262	1.65876793039816	7.85288769474837	9.85786509622538e-06	0.000893987302726461	1.73921495538402	3.47842991076805	Hsc70	20.2.1	stress.abiotic.heat
PGSC0003DMG400028624	2.48233258997253	0.72905317804	0.000538323809014219	0.0379114909203856	4.17595623544636	3.04000942936384	2.50234808503877e-09	2.15585628686374e-06	3.32914441270944	6.65828882541888	Small_heat-shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400030089	1.90503428922489	3.06772993401154	2.74028769187962e-05	0.00491843581141116	2.13056536132853	4.41696926135164	3.48472081901406e-09	2.67466060283246e-06	2.01779982527671	4.03559965055342	Heat_shock_protein_70kD	20.2.1	stress.abiotic.heat
PGSC0003DMG400030339	4.35598547324717	3.79483095927422	5.58635388587324e-06	0.00165959658085379	2.01897517338833	5.62206923127005	0.000127012522279873	0.00607919564971409	3.18748032331775	6.37496064663551	17_6_kD_class_I_small_heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400030340	3.34910543327049	2.563788705261	4.13526804965843e-05	0.00655706368168538	2.60946564402646	4.03680900452693	1.83257962999705e-06	0.00027461416441062	2.97928553864848	5.95857107729695	17_6_kD_class_I_small_heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400030341	2.33123782327937	4.02175363209681	0.000267687391637092	0.0236940011104531	1.9716462367233	5.9586969831397	2.71970858829992e-05	0.00197113410911173	2.15144203000133	4.30288406000266	17_6_kDa_class_I_heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400030426	2.72329415303276	5.17307172358893	3.87278708304358e-06	0.00137320662406448	1.60468116188843	7.5131591245273	0.00040861796253345	0.013644883539586	2.16398765746059	4.32797531492119	17_6_kD_class_I_small_heat_shock_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400030427	3.82394231891768	1.89946753231449	2.7640506074794e-06	0.0010824189697108	2.19805239539	3.89706035258455	7.99509859313854e-05	0.00431401499453567	3.01099735715384	6.02199471430768	Hsp20_1_protein	20.2.1	stress.abiotic.heat
PGSC0003DMG400031137	1.62597999912252	1.2988454871712	0.000143128695917786	0.016014304219442	1.66849281693444	3.44161482835723	2.36503995580023e-05	0.00176157990483034	1.64723640802848	3.29447281605696	Ripening_regulated_protein_DDTFR8	35.2	not assigned.unknown
PGSC0003DMG400031522	2.91779802949769	2.26367318791876	0.000235970342828481	0.0217817481455176	2.04033574904313	3.79629261005962	0.000606451114685349	0.0178122656207282	2.47906688927041	4.95813377854082	Peptidylprolyl_isomerase	31.3.1	cell.cycle.peptidylprolyl isomerase
PGSC0003DMG400034597	3.74432094117032	0.0407564783996623	9.64589053049774e-07	0.000551186464041108	1.66241777060952	2.54323018848541	0.000164327785482596	0.0072478087774457	2.70336935588992	5.40673871177985	Aldehyde_dehydrogenase_family_7_member_A1	20.2.1	stress.abiotic.heat
PGSC0003DMG401001731	2.71025794708749	4.27048387053478	7.53753034959499e-09	1.81921757826108e-05	1.69806306656527	6.84814668166726	0.000137864744086321	0.00644612829949309	2.20416050682638	4.40832101365277	Ascorbate_peroxidase	21.2.1	redox.ascorbate and glutathione.ascorbate
PGSC0003DMG402028907	2.11327364332066	4.70105930860061	8.68130174009174e-07	0.000521806801800956	1.59583047690257	6.26369857700142	5.8920280581408e-05	0.00347683463905724	1.85455206011161	3.70910412022323	Heat_shock_protein_90	20.2.1	stress.abiotic.heat
